ClientName,ProjectName,PinNumber
Interactive Services,DL85 Deloitte Mumbai Video Shoot,IE/1056/34256
Interactive Services,UB37,IE/1056/34258
Interactive Services,WM238 Hazardous Waste ,IE/1056/34267
Interactive Services,HT01 Hilton Site Visit- 30min Chameleon,IE/1056/34324
Interactive Services,BF03 BASF Career Management (60min Chameleon),IE/1056/34330
Interactive Services,DL96 Global Ethics & Code of Conduct (60min C),IE/1056/34335
Interactive Services,MS18 Crucial Conversations 15 min Falcon Updates,IE/1056/44392
Interactive Services,WM9030 Indesign,IE/1056/44428
Interactive Services,AU01 Code of Conduct & Ethics-60 Min Chameleon,IE/1056/44429
Interactive Services,BB02 BNP Paribas AML Module (45min),IE/1056/44457
Interactive Services,MS23 Family Wealth Director W/Book Assessments x3,IE/1056/44460
Interactive Services,DL74U Deloitte THL Falcon Updates,IE/1056/44490
Interactive Services,PR03 Finance Modules 3 x 20min Chameleon,IE/1056/44505
Interactive Services,VS73U Visa Disaster Recovery Updates,IE/1056/44526
Interactive Services,DL99U E & R Industry Updates ,IE/1056/44594
Interactive Services,IN102u,IE/1056/54721
Interactive Services,cg24,IE/1056/54722
Interactive Services,VS74 Disaster Recovery30min Interactive Info,IE/1056/54857
VENZAGROUP,ARG Respect eLearning Training Initiative,US/1063/1219
VENZAGROUP,Mandarin MOHG,US/1063/1248
click4compliance,Hindi QA Assessment Updates,US/1132/1850
ToolingU/1,GC resources - Oct - Dec,US/1343/2321
ToolingU/1,Next Phase of Class 2.0 Development - Integration - Flash,US/1343/2480
ToolingU/1, Flash and HTML player change requests - Dec 2014,US/1343/2692
ToolingU/1,HTML flash player Change Request - Feedback part 1,US/1343/22855
ToolingU/1,HTML flash player Change Request - Feedback part 2,US/1343/22898
ToolingU/1,"ODC - Aug, Sept",US/1343/2165
ToolingU/1,"additional GD team - May,Jun",US/1343/33921
ToolingU/1,GD resources for Apr-Jun 2016,US/1343/33923
ToolingU/1,Train the OJT Trainer - ILT upgradation,US/1343/33970
ToolingU/1,Development of 1 day ILT - Becoming an Effective Trainer,US/1343/34154
ToolingU/1,Development of ILT - Understanding Blueprints,US/1343/34155
ToolingU/1,"Additional GD team - July, Aug",US/1343/34168
ToolingU/1,GD resources for Jul-Sep 2016,US/1343/34231
ToolingU/1,ILT LG formatting,US/1343/34274
ToolingU/1,"Additional GD team - Sept, Oct",US/1343/44417
ToolingU/1,GD resources for Oct-Dec 2016,US/1343/44552
ToolingU/1,"Additional GD team - Nov, Dec",US/1343/54635
ToolingU/1,"Additional GD team - Jan, Feb",US/1343/54754
ToolingU/1,GD resources fpr Jaan-Mar 2017,US/1343/54815
ToolingU/1,Additional team for 4 months,US/1343/2654
ToolingU/1,GD resources for Jan - Mar,US/1343/2657
ToolingU/1,GD resources for Apr - Jun,US/1343/22927
ToolingU/1,Additional GD team for 2 months,US/1343/23015
ToolingU/1,"Additional GD team - Jul, Aug",US/1343/33138
ToolingU/1,GD resources for Jul- Sept,US/1343/33201
ToolingU/1,"Additional GD team - Sept, Oct",US/1343/33321
ToolingU/1,"Additional GD team - Nov, Dec",US/1343/33458
ToolingU/1,GD resources for Oct- Dec,US/1343/33478
ToolingU/1,"additional GD team - Jan, Feb",US/1343/33645
ToolingU/1,GD resources for Jan-Mar 2016,US/1343/33714
ToolingU/1,"additional GD team - Mar, Apr",US/1343/33771
ToolingU/1,"Additional GD team - Mar, April",US/1343/54974
Ellucian,Logo development,US/21689/44545
Ellucian,CRM Advance Select,US/21689/34271
Ellucian,Partner Success - SOW No 1,US/21689/34338
Ellucian,Banner Finance,US/21689/44398
Ellucian,Banner Functional,US/21689/44451
Ellucian,Colleague Finance,US/21689/54665
Ellucian,Advise 1.5 and Elevate 8.8,US/21689/54683
Ellucian,Graphics development - new site landing page,US/21689/54826
Ellucian,banner work order 7,US/21689/54863
Ellucian,Colleague work order 8,US/21689/54870
Ellucian,CRM Advance 1.1 work order 10,US/21689/55003
Ellucian,Work Order 11 covering Recruit 4.7,US/21689/55004
Clear Law Institute,RTI - Plagiarism ,US/31872/44601
Roundmgroup,J&J - development of 25 LH,US/41929/54684
Roundmgroup,Toppers Pizza - eLearning modules,US/41929/55008
Kallidus,EDF Energy additional captivate screen 58,GB/1064/1104
Active IQ Academy,2 units - Understanding nutrition and Data Protection,GB/1324/2298
Active IQ Academy,Understanding Customers and Understanding Employer Organisations,GB/1324/2343
Active IQ Academy,Principles of customer service,GB/1324/2400
Active IQ Academy,Business communication and information,GB/1324/2486
Active IQ Academy,Principles of business,GB/1324/2487
Active IQ Academy,Customer retention,GB/1324/2488
Active IQ Academy,"Delivering education and training, Planning to meet the needs of learners",GB/1324/2639
Active IQ Academy,3 priorty storyboards - March,GB/1324/22884
Active IQ Academy,Understanding sales targets,GB/1324/33172
Active IQ Academy,Understanding sales techniques and processes,GB/1324/33173
Active IQ Academy,Finance for project managers,GB/1324/33475
Active IQ Academy,Managing team performance,GB/1324/33476
Active IQ Academy,Project management processes and practices,GB/1324/33477
Active IQ Academy,Active IQ Level 4 Certificate in Physical Activity and Lifestyle Strategies for Managing Low Back Pain (QCF),GB/1324/33652
Active IQ Academy,Physical Activity and Lifestyle Strategies for Managing Low Back Pain,GB/1324/33653
Active IQ Academy,Physical Activity and Lifestyle Strategies for Managing Low Back Pain (QCF) ,GB/1324/33654
Active IQ Academy,12 3D joint animations,GB/1324/33686
Active IQ Academy,Development and rebranding of PTI courses,GB/1324/33888
Active IQ Academy,3d animations - skeleton superimposed,GB/1324/33920
Active IQ Academy,Obesity and Diabetes - 3 units,GB/1324/33940
Active IQ Academy,Flip book - anatomy and physiology,GB/1324/34081
Active IQ Academy,Sports Massage Therapy 5 units,GB/1324/34302
Active IQ Academy,Audio recording - 3D animations ,GB/1324/44446
Active IQ Academy,"L3 PT Units 1,2,3 ",GB/1324/54988
Active IQ Academy,2FIG Course Hindi Translation,GB/1208/1784
Active IQ Academy,E&T Unit 1,GB/1208/1825
Active IQ Academy,E&T 4 Modules,GB/1208/1982
Active IQ Academy,3 modules - february,GB/1324/22808
Active IQ Academy,Assessing Learners in EAT,GB/1324/23020
Robert Bosch,English to Hindi Translation - Brembo,IN/1016/2652
Robert Bosch,Translation to Hungarian,IN/1016/22848
Robert Bosch,DMD audio recording,IN/1016/22939
Robert Bosch,Data Security WBT - HU translation,IN/1016/23004
Robert Bosch,HR trailer - AR in EU Spanish,IN/1016/33316
Robert Bosch,AR for Governor's script,IN/1016/1299
Robert Bosch,ITM - chinese AR,IN/1016/1418
Robert Bosch,Audio recording in Hungarian,IN/1016/22849
Robert Bosch,Audio recording for BIC process portal WBT,IN/1016/33265
Robert Bosch,AR in German - WBT on HaWa products,IN/1016/33504
Robert Bosch,Audio Recording in German-Fremdvergabe von Arbeiten,IN/1016/33722
Robert Bosch,AR in Romanian - Bosch Production System ,IN/1016/33973
DBS Bank,Induction program - changes,IN/1060/1084
DBS Bank,updates to the exxisting induction course,IN/1060/33658
DBS Bank,Induction course - additional slides,IN/1060/2485
DBS Bank,update to Induction course - CEO change,IN/1060/33222
Sapient,Security at Sapient Training Changes,IN/1102/1190
Sapient,BCP Training CBT,IN/1102/1351
Sapient,updates to Secure Coding Practices Training,IN/1102/1687
Sapient,Security at Sapient - revamp,IN/1102/2599
G-Cube Webwide Software Pvt. Ltd.,Help files for WiZDOMCloud,IN/1000/2396
Xpan,General presales PIN,CA/1009/44605
Twenty Eighty Strategy Execution,22 negotiations eLearning modules project,US/1386/44441
ESSILOR INTERNATIONAL,Polish translations,FR/1458/33642
Traveling Vineyard,Wine 101,US/21602/33768
SkillSoft,Question bank authoring,IN/21653/33676
327 Solutions,VILT SoftSkills Project,US/21670/33802
Climate-KIC Education,Production eLearning,GB/21677/33822
Cigital,FOTM 5 Langs,US/1001/1022
Cigital,JS-HTML5 Course updates,US/1001/1043
Cigital,Exam Customization,US/1001/1046
Cigital,DP FO COBOL VO change,US/1001/1073
Cigital,FISA,US/1001/1116
Cigital,Foundations of iOS Security,US/1001/1127
Cigital,6 Courses Canadian CA Translation,US/1001/1137
Cigital,FO Android VO CM,US/1001/1140
Cigital,DP iOS Production,US/1001/1142
Cigital,Citi Course Publishing,US/1001/1261
Cigital,French Canadian DP JavaScript HTML5 Part 2,US/1001/1324
Cigital, Pass and Incomplete Assessments for Fo and DP Android,US/1001/1355
Cigital,FOSS Canadian French,US/1001/1362
Cigital,FO .Net Course Production,US/1001/1503
Cigital,FO Java,US/1001/1535
Cigital,Fortify Static Code Analysis,US/1001/1598
Cigital,Threat Modelling Translations CM,US/1001/1609
Cigital,CM to German Translation,US/1001/1610
Cigital,Migration of Storyline Courses,US/1001/1709
Cigital,Republish Packets for Citi,US/1001/1728
Cigital,Threat Modeling courses AICC,US/1001/1729
Cigital,CBT Development,US/1001/33175
Cigital,Fortify Static Code Analysis eLearning redevelopment,US/1001/33407
Xpan,CTA Doors Module,CA/1009/2132
Xpan,TTC COMMS M1,CA/1009/2275
Xpan,TTC Comms M2,CA/1009/2387
Xpan,AMHSA Accident-Incident Investigation,CA/1009/2425
Xpan,AMHSA Supervisor's Role,CA/1009/2505
Xpan,AMHSA SeniorConnect,CA/1009/2543
Xpan,CTA PIS,CA/1009/2515
Xpan,Event Recorder eLearning,CA/1009/2735
Xpan,Enmax eLearning modules,CA/1009/2749
Xpan,ENMAX IMP Modules,CA/1009/22852
Xpan,CTA 450 Minutes eLearning,CA/1009/22881
Xpan,Brakes and HVAC,CA/1009/1010
Xpan,Calfrec Storyline,CA/1009/1016
Xpan,TTC Propulsion Chapter 17,CA/1009/1060
Xpan,Truck modules 1 and 2,CA/1009/1061
Xpan,40 Calfrec Storyline Courses,CA/1009/1108
Xpan,Calfrac TDG 80 mins,CA/1009/1313
Xpan,ENFORM - SECOR,CA/1009/1314
Xpan,Sandmaster & OTM CRs,CA/1009/1405
Xpan,SECOR,CA/1009/1406
Xpan,TTC Door Modules 1 and 2,CA/1009/1856
Xpan,TTC TIMS Module 1,CA/1009/2073
Xpan,TIMS Module 2,CA/1009/2101
Xpan,CRs,CA/1009/2460
Forum Corporation Australia,Pentair,AU/1011/1008
Equitable Life of Canada,Privacy,US/1015/1012
Equitable Life of Canada,Records Management,US/1015/1013
Tooling University,ODC 3 months,US/1020/1042
Tooling University,CM to template,US/1020/1208
Tooling University,ODC 3 months,US/1020/1247
Tooling University,ODC 3 months,US/1020/1452
Tooling University,TU ODC 3 months,US/1020/1730
Logical Operations,Batch 28 LearnTOs,US/1029/1149
Logical Operations,Batch 27 LearnTOs,US/1029/1223
Logical Operations,Batch 30 LearnTOs (20),US/1029/1249
Logical Operations,Batch 29 LearnTOs,US/1029/1319
Logical Operations,Batch 26 LearnTOs,US/1029/1320
Logical Operations,Batch 31 LearnTOs,US/1029/1327
Logical Operations,Batch 32 LearnTOs,US/1029/1397
Logical Operations,Batch 33 LearnTOs,US/1029/1469
Logical Operations,Batch 34 LearnTOs,US/1029/1574
Logical Operations,Batch 35 LearnTOs,US/1029/1608
Logical Operations,Batch 36 LearnTOs,US/1029/1765
Logical Operations,LearnTOs updates 2,US/1029/1783
Logical Operations,LearnTOs Batch 37,US/1029/1917
Logical Operations,LearnTOs Batch 38,US/1029/1975
Logical Operations,Batch 25 LearnTOs,US/1029/1032
Tek Systems,ILT presentation edits,US/1032/1678
Intelladon,Hollister Woundcare,US/1041/1064
Intelladon,Translation Spanish LA and French European,US/1041/1049
Intelladon,BSA French Repurposing,US/1041/1225
Eagle Productivity,UCB for MSLs,US/1066/1483
Eagle Productivity,Forest Labs Samples ,US/1066/1485
Eagle Productivity,Case Study (5 minutes),US/1066/1545
Eagle Productivity,CMEI (20 minutes),US/1066/1547
Eagle Productivity,Building Strong Study Team (30-45 minutes),US/1066/1548
Eagle Productivity,Pfizer Learning week Opening Webcast course,US/1066/1566
Eagle Productivity,15 mins eLearning Spanish EU,US/1066/1567
Eagle Productivity,U of R Financials 40 mins,US/1066/1662
Eagle Productivity,Bayer iRep Overview,US/1066/2004
Eagle Productivity,Merck Veeva,US/1066/2006
Eagle Productivity,BIPI Veeva Vault - Vault Overview,US/1066/2007
NASPGHAN Foundation,Voiceover CM,US/1085/1135
Agrium,My performance support e-Learning,CA/1088/1141
Paycor,Fringe Benefits and HSA Course,US/1089/1143
Paycor,CM to FSA Course,US/1089/1491
Serious Games International,Anti Bribery Movie,GB/1117/1241
Serious Games International,Metrology,GB/1117/1325
Kerry Group,Opportunity Selection - Pilot,US/1137/1348
Kerry Group,CM to 2 courses,US/1137/1568
Kerry Group,EN UK Voiceover,US/1137/2621
Kerry Group,FH-ICT VO Recording,US/1137/23022
Kerry Group,AOLAP VO Recording,US/1137/33117
Kerry Group,RDA VO Recording,US/1137/33191
Kerry Group,VO for time tracking for RD&A and Regulatory,US/1137/33320
Kerry Group,OCR V6 Voiceover,US/1137/33817
Kerry Group,Development Opportunity e-Learning,US/1138/1389
Kerry Group,MPO Sales,US/1137/1426
Kerry Group,Month end activities,US/1138/2728
Kerry Group,QHSE 0925 Audio,US/1138/33464
Guidewire Inc.,Policy Center 8.0 Product Designer,US/1143/1363
Guidewire Inc.,CR to Product Designer Course,US/1143/1597
Pharmasol,Changes to course,GB/1150/1408
Pharmasol,Course CR,GB/1150/1827
Pharmasol,Logo customization,GB/1150/33902
Forum Corporation,Pentair Courses German Repurposing,GB/1153/1415
"FMC Technologies, Inc.",WFM Courses,US/1154/1472
"FMC Technologies, Inc.",GW102 Training,US/1154/22815
"FMC Technologies, Inc.",TCE GEIT Course 1,US/1154/22823
"FMC Technologies, Inc.",TCE GEIT Course 2,US/1154/22825
"FMC Technologies, Inc.",Control Policy,US/1154/22923
"FMC Technologies, Inc.",IPPD series eLearning,US/1154/33178
"FMC Technologies, Inc.",TCE GEIT C5 C6,US/1154/33253
"FMC Technologies, Inc.",TCE GEIT C4,US/1154/33424
"FMC Technologies, Inc.",RMS Course 1,US/1154/33635
"FMC Technologies, Inc.",RMS Course 2,US/1154/33770
Illumina Interactive Inc.,HP Life 25 TUs 2 Languages,US/1170/1492
Association of Clinical Research Professionals,Articulate 09 to Articulate 13 Conversion,US/1193/1632
Association of Clinical Research Professionals,9 Certification Courses ,US/1193/2084
Association of Clinical Research Professionals,ICH Flashcard challenge App Development,US/1193/2524
Association of Clinical Research Professionals,Creation of 3 Previews,US/1193/2528
Association of Clinical Research Professionals,5 Courses,US/1193/2611
Association of Clinical Research Professionals,2 courses,US/1193/33448
Entertainment Cruises,How We WoW Program,US/1241/1755
Checkers,Sexual Harassment Redevelopment,US/1244/2174
Checkers,Time keeping and pay,US/1244/2175
Checkers,Sexual Harassment eLearning Spanish Trans,US/1245/2062
Checkers,Sexual Harassment eLearning,US/1245/1915
Telus,Fleet Training,CA/1255/1798
Telus,Toolbook migration to Storyline,CA/1255/1802
Telus,Canadian French Repurposing,CA/1255/1846
Telus,Onboarding GoAnimate Project,CA/1255/1965
Telus,Rate Plan eLearning,CA/1255/1991
Telus,Dealership Media eLearning,CA/1255/1998
Telus,Devices Media eLearning,CA/1255/2016
Telus,Networks eLearning,CA/1255/2031
Telus,Retail Sales Essentials (French Localization),CA/1255/2063
Telus,Onboarding New series,CA/1255/2079
Telus,RSE 5 Modules Toolbook Conversion,CA/1255/2092
Telus,3 courses Storyline,CA/1255/2172
Telus,Coaching Courses,CA/1255/2246
Telus,Conversion of 10 new Toolbook courses,CA/1255/2295
Telus,GoAnimate Onboarding 2,CA/1255/2338
Telus,Koodo development,CA/1255/2361
Telus,Migration of 3 Koodo Courses,CA/1255/2464
Telus,Our Networks Koodo Migration,CA/1255/2534
Telus,GoAnimate FFH Onboarding,CA/1255/2535
Telus,Advance PO Storyline Conversion December,CA/1255/2624
Telus,Appointment Series eLearning,CA/1255/22844
Telus,Small Product PK eLearning,CA/1255/22856
Telus,Keystone series eLearning,CA/1255/22859
Telus,3 H&S Courses,CA/1255/22935
Telus,Ardvark National Training ,CA/1255/22982
Telus,Subtitling videos project,CA/1255/33235
Telus,Subtitling videos project 2,CA/1255/33618
Tenneco,5S eLearning,US/1318/2078
Lenovo,10 courses and 2 into 9 languages,US/1326/2089
Lenovo,Yoga Translation,US/1326/2324
"Sparta Systems, Inc.",TrackWise Training,US/1329/2166
SolarWinds,Sales eLearning,US/1347/2178
SolarWinds,4 Courses,US/1347/23088
Twenty Eighty Strategy Execution,T&M monthly engagement,US/1386/34142
B. Braun Melsungen AG,PIVC eLearning,DE/1395/23017
B. Braun Melsungen AG,Voiceover recording,DE/1395/33788
Phillips 66 Company ,Loss Control eLearning,US/1399/2513
Computer Generated Solutions Canada Ltd.,Trunking eLearning,CA/1427/2626
Computer Generated Solutions Canada Ltd.,Cropping images,CA/1427/22891
ESSILOR INTERNATIONAL,EIM Software eLearning,FR/1458/22922
ESSILOR INTERNATIONAL,Sales training programs,FR/1458/33426
ESSILOR INTERNATIONAL,Finance fundamentals,FR/1458/33463
ESSILOR INTERNATIONAL,P&V Updates,FR/1458/33608
ESSILOR INTERNATIONAL,Certificate development,FR/1458/33647
ESSILOR INTERNATIONAL,P&V Localization,FR/1458/33681
ESSILOR INTERNATIONAL,7 short sales courses & localization,FR/1458/33929
ESSILOR INTERNATIONAL,5 Job Components Migration to HTML5,FR/1458/33536
ESSILOR INTERNATIONAL,Eyezen eLearning,FR/1458/33710
SKF,Internal Controls eLearning,SE/11503/33159
SKF,Sourcing Project,SE/11503/44452
CloudSoft Mobile,Android M Programming Edits,US/21553/33481
Traveling Vineyard,Refurbishing of eLearning courses,US/21602/33672
Traveling Vineyard,Sprinkle pilot audio work,US/21602/33717
Twitter,Refurbishing of 3 eLearning courses,US/21650/33725
